 INDEX X Y Z FX FY FZ
           1   0.0000000000000000        0.0000000000000000        20.000000000000000      -0.10806660559746284       0.11186388053626425      -0.11036942265952904     
           2   1.8595852072053978        2.1472640399221650        20.000000000000000       -9.8769263265222146E-002   9.4648795152259768E-002  -9.4886281924623977E-002
           3   2.3244815090067474       0.80522401497081153        20.000000000000000        5.6721083528750160E-002   5.3890446450717416E-002   4.0790939140337108E-002
           4   3.7191704144107964       0.53681600998054058        20.000000000000000       0.11186388053626425      -0.11036942265952904       0.11005286119866771     
           5   2.7893778108080962        3.2208960598832479        20.000000000000000        9.4648795152259768E-002  -9.4886281924623977E-002   9.9232454610886325E-002
           6   4.1840667162121461        2.9524880548929771        20.000000000000000        5.3890446450717416E-002   4.0790939140337108E-002   4.9533274956888848E-002
           7   4.6489630180134949        1.6104480299416231        20.000000000000000      -0.11036942265952904       0.11005286119866771      -0.11010936542927253     
           8 -0.46489630180134872        1.3420400249513522        20.000000000000000       -9.4886281924623977E-002   9.9232454610886325E-002  -9.3861847599022205E-002
           9  -1.8595852072053995        5.3681600998054133        20.000000000000000        4.0790939140337108E-002   4.9533274956888848E-002   4.3624242677830632E-002
          10  -1.3946889054040490        4.0261200748540595        20.000000000000000       0.11005286119866771      -0.11010936542927253       0.11050228660128224     
          11  -8.8817841970012523E-016   3.7577120698637883        20.000000000000000        9.9232454610886325E-002  -9.3861847599022205E-002   9.8956026306819822E-002
          12  0.46489630180134878        2.4156720449124358        20.000000000000000        4.9533274956888848E-002   4.3624242677830632E-002   5.3591756247617334E-002
          13  0.92979260360269977        4.8313440898248716        20.000000000000000      -0.11010936542927253       0.11050228660128224      -0.11031807695644430     
          14   2.3244815090067479        4.5629360848345994        20.000000000000000       -9.3861847599022205E-002   9.8956026306819822E-002  -9.8749744558014635E-002
          15   0.0000000000000000        0.0000000000000000        23.350000000000001        4.3624242677830632E-002   5.3591756247617334E-002   4.3782702786885189E-002
          16   1.3946889054040481       0.26840800499027012        23.350000000000001       0.11050228660128224      -0.11031807695644430       0.10741034371747574     
          17   1.8595852072053991        1.6104480299416231        23.350000000000001        9.8956026306819822E-002  -9.8749744558014635E-002   9.8558723162026282E-002
          18   3.2542741126094468        1.8788560349318932        23.350000000000001        5.3591756247617334E-002   4.3782702786885189E-002   4.8746149414379498E-002
          19   4.1840667162121461       0.80522401497081020        23.350000000000001      -0.11031807695644430       0.10741034371747574       0.11035343616041648     
          20   5.5787556216161951        1.0736320199610803        23.350000000000001       -9.8749744558014635E-002   9.8558723162026282E-002  0.10012466860936760     
          21   2.7893778108080980        4.2945280798443282        23.350000000000001        4.3782702786885189E-002   4.8746149414379498E-002   5.2186659700160926E-002
          22   3.7191704144107982        3.2208960598832461        23.350000000000001       0.10741034371747574       0.11035343616041648      -0.10928519997471155     
          23  -1.3946889054040463        3.4893040648735161        23.350000000000001        9.8558723162026282E-002  0.10012466860936760       -9.9606995528965028E-002
          24 -0.46489630180134678        2.4156720449124331        23.350000000000001        4.8746149414379498E-002   5.2186659700160926E-002   5.0543557892516487E-002
          25  0.92979260360270044        2.6840800499027035        23.350000000000001       0.11035343616041648      -0.10928519997471155       0.11101745004008912     
          26 -0.92979260360269800        4.8313440898248690        23.350000000000001       0.10012466860936760       -9.9606995528965028E-002   9.4448420828342483E-002
          27  0.46489630180135189        5.0997520948151394        23.350000000000001        5.2186659700160926E-002   5.0543557892516487E-002   3.6206998380574278E-002
          28   1.3946889054040512        4.0261200748540569        23.350000000000001      -0.10928519997471155       0.11101745004008912      -0.11266195933580687     
