(written by ASE)

100 atoms
2 atom types

0.0      12.289233749999999  xlo xhi
0.0      10.642788620545101  ylo yhi
0.0                      20  zlo zhi
     6.1446168749999996                       0                       0  xy xz yz

Atoms # full

     1   1   1   0.0                       0                       0                     7.5
     2   1   1   0.0      12.289233749999999      1.4190384827393467                     7.5
     3   2   2   0.0      12.289233750000001      4.2571296386028674                    12.5
     4   2   2   0.0            13.518157125      3.5476103972331936                    12.5
     5   1   1   0.0      1.2289233749999999      2.1285577241090201                     7.5
     6   1   1   0.0      13.518157124999998      3.5475962068483669                     7.5
     7   2   2   0.0            13.518157125      6.3856873627118871                    12.5
     8   2   2   0.0      14.747080499999999      5.6761681213422142                    12.5
     9   1   1   0.0      2.4578467499999999      4.2571154482180402                     7.5
    10   1   1   0.0      14.747080499999999       5.676153930957387                     7.5
    11   2   2   0.0      14.747080499999999      8.5142450868209067                    12.5
    12   2   2   0.0            15.976003875      7.8047258454512338                    12.5
    13   1   1   0.0      3.6867701250000002      6.3856731723270617                     7.5
    14   1   1   0.0      15.976003874999998      7.8047116550664084                     7.5
    15   2   2   0.0      9.8313870000000012   1.419038482771102e-05                    12.5
    16   2   2   0.0      17.204927250000001      9.9332835695602562                    12.5
    17   1   1   0.0      4.9156934999999997      8.5142308964360804                     7.5
    18   1   1   0.0      17.204927249999997      9.9332693791754281                     7.5
    19   2   2   0.0            11.060310375      2.1285719144938473                    12.5
    20   2   2   0.0      12.289233749999999      1.4190526731241742                    12.5
    21   1   1   0.0      2.4578467499999999                       0                     7.5
    22   1   1   0.0      2.4578467499999999      1.4190384827393467                     7.5
    23   2   2   0.0      2.4578467499999999      4.2571296386028674                    12.5
    24   2   2   0.0      3.6867701249999993      3.5476103972331936                    12.5
    25   1   1   0.0      3.6867701249999998      2.1285577241090201                     7.5
    26   1   1   0.0      3.6867701249999998      3.5475962068483669                     7.5
    27   2   2   0.0      3.6867701249999998      6.3856873627118871                    12.5
    28   2   2   0.0      4.9156934999999997      5.6761681213422142                    12.5
    29   1   1   0.0      4.9156934999999997      4.2571154482180402                     7.5
    30   1   1   0.0      4.9156934999999997       5.676153930957387                     7.5
    31   2   2   0.0      4.9156934999999997      8.5142450868209067                    12.5
    32   2   2   0.0      6.1446168749999996      7.8047258454512338                    12.5
    33   1   1   0.0      6.1446168750000005      6.3856731723270617                     7.5
    34   1   1   0.0      6.1446168750000005      7.8047116550664084                     7.5
    35   2   2   0.0  1.2907110901457511e-15   1.419038482771102e-05                    12.5
    36   2   2   0.0      7.3735402500000005      9.9332835695602562                    12.5
    37   1   1   0.0      7.3735402499999996      8.5142308964360804                     7.5
    38   1   1   0.0      7.3735402499999996      9.9332693791754281                     7.5
    39   2   2   0.0      1.2289233750000004      2.1285719144938473                    12.5
    40   2   2   0.0      2.4578467499999994      1.4190526731241742                    12.5
    41   1   1   0.0      4.9156934999999997                       0                     7.5
    42   1   1   0.0      4.9156934999999997      1.4190384827393467                     7.5
    43   2   2   0.0      4.9156935000000006      4.2571296386028674                    12.5
    44   2   2   0.0      6.1446168749999996      3.5476103972331936                    12.5
    45   1   1   0.0      6.1446168749999996      2.1285577241090201                     7.5
    46   1   1   0.0      6.1446168749999996      3.5475962068483669                     7.5
    47   2   2   0.0      6.1446168750000005      6.3856873627118871                    12.5
    48   2   2   0.0      7.3735402499999996      5.6761681213422142                    12.5
    49   1   1   0.0      7.3735402499999996      4.2571154482180402                     7.5
    50   1   1   0.0      7.3735402499999996       5.676153930957387                     7.5
    51   2   2   0.0      7.3735402499999996      8.5142450868209067                    12.5
    52   2   2   0.0      8.6024636249999986      7.8047258454512338                    12.5
    53   1   1   0.0      8.6024636250000004      6.3856731723270617                     7.5
    54   1   1   0.0      8.6024636250000004      7.8047116550664084                     7.5
    55   2   2   0.0      2.4578467500000007   1.419038482771102e-05                    12.5
    56   2   2   0.0      9.8313869999999994      9.9332835695602562                    12.5
    57   1   1   0.0      9.8313869999999994      8.5142308964360804                     7.5
    58   1   1   0.0      9.8313869999999994      9.9332693791754281                     7.5
    59   2   2   0.0      3.6867701250000007      2.1285719144938473                    12.5
    60   2   2   0.0      4.9156935000000015      1.4190526731241742                    12.5
    61   1   1   0.0      7.3735402500000005                       0                     7.5
    62   1   1   0.0      7.3735402500000005      1.4190384827393467                     7.5
    63   2   2   0.0      7.3735402500000005      4.2571296386028674                    12.5
    64   2   2   0.0      8.6024636250000004      3.5476103972331936                    12.5
    65   1   1   0.0      8.6024636250000004      2.1285577241090201                     7.5
    66   1   1   0.0      8.6024636250000004      3.5475962068483669                     7.5
    67   2   2   0.0      8.6024636250000004      6.3856873627118871                    12.5
    68   2   2   0.0      9.8313869999999994      5.6761681213422142                    12.5
    69   1   1   0.0      9.8313870000000012      4.2571154482180402                     7.5
    70   1   1   0.0       9.831387000000003       5.676153930957387                     7.5
    71   2   2   0.0      9.8313870000000012      8.5142450868209067                    12.5
    72   2   2   0.0            11.060310375      7.8047258454512338                    12.5
    73   1   1   0.0            11.060310375      6.3856731723270617                     7.5
    74   1   1   0.0            11.060310375      7.8047116550664084                     7.5
    75   2   2   0.0      4.9156935000000015   1.419038482771102e-05                    12.5
    76   2   2   0.0      12.289233750000001      9.9332835695602562                    12.5
    77   1   1   0.0      12.289233750000001      8.5142308964360804                     7.5
    78   1   1   0.0      12.289233750000003      9.9332693791754281                     7.5
    79   2   2   0.0      6.1446168750000014      2.1285719144938473                    12.5
    80   2   2   0.0       7.373540250000004      1.4190526731241742                    12.5
    81   1   1   0.0      9.8313869999999994                       0                     7.5
